pdb_id,target_chain,partner_chain,threshold,positive_count,negative_count,positive_ratio,negative_ratio
4ZBD,A,B,2.00,47,172,0.214612,0.785388
4ZBD,A,B,5.00,42,177,0.191781,0.808219
5LK9,A,B,0.50,13,124,0.094891,0.905109
5LK9,A,B,1.00,13,124,0.094891,0.905109
5LK9,A,B,2.00,13,124,0.094891,0.905109
5LK9,A,B,5.00,13,124,0.094891,0.905109
5WSE,A,D,0.50,45,68,0.398230,0.601770
5WSE,A,D,1.00,45,68,0.398230,0.601770
5WSE,A,D,2.00,42,71,0.371681,0.628319
5WSE,A,D,5.00,37,76,0.327434,0.672566
6RG2,A,B,0.50,36,307,0.104956,0.895044
6RG2,A,B,1.00,36,307,0.104956,0.895044
6RG2,A,B,2.00,35,308,0.102041,0.897959
6RG2,A,B,5.00,32,311,0.093294,0.906706
7O8D,A,B,0.50,85,60,0.586207,0.413793
7O8D,A,B,1.00,85,60,0.586207,0.413793
7O8D,A,B,2.00,85,60,0.586207,0.413793
7O8D,A,B,5.00,82,63,0.565517,0.434483
8FUJ,A,B,0.50,43,56,0.434343,0.565657
8FUJ,A,B,1.00,43,56,0.434343,0.565657
8FUJ,A,B,2.00,42,57,0.424242,0.575758
8FUJ,A,B,5.00,38,61,0.383838,0.616162
8ITX,A,B,0.50,19,119,0.137681,0.862319
8ITX,A,B,1.00,19,119,0.137681,0.862319
8ITX,A,B,2.00,18,120,0.130435,0.869565
8ITX,A,B,5.00,16,122,0.115942,0.884058
9G1S,A,B,0.50,66,71,0.481752,0.518248
9G1S,A,B,1.00,66,71,0.481752,0.518248
9G1S,A,B,2.00,63,74,0.459854,0.540146
9G1S,A,B,5.00,58,79,0.423358,0.576642
9JEV,A,B,0.50,49,68,0.418803,0.581197
9JEV,A,B,1.00,49,68,0.418803,0.581197
9JEV,A,B,2.00,45,72,0.384615,0.615385
9JEV,A,B,5.00,38,79,0.324786,0.675214
9P9O,A,B,0.50,25,264,0.086505,0.913495
9P9O,A,B,1.00,25,264,0.086505,0.913495
9P9O,A,B,2.00,24,265,0.083045,0.916955
9P9O,A,B,5.00,21,268,0.072664,0.927336
9RQ5,A,B,0.50,64,73,0.467153,0.532847
9RQ5,A,B,1.00,64,73,0.467153,0.532847
9RQ5,A,B,2.00,62,75,0.452555,0.547445
9RQ5,A,B,5.00,57,80,0.416058,0.583942
7D9Z,H,L,0.50,50,157,0.241546,0.758454
7D9Z,H,L,1.00,50,157,0.241546,0.758454
7D9Z,H,L,2.00,46,161,0.222222,0.777778
7D9Z,H,L,5.00,43,164,0.207729,0.792271
3V1C,A,B,0.50,14,32,0.304348,0.695652
3V1C,A,B,1.00,14,32,0.304348,0.695652
3V1C,A,B,2.00,14,32,0.304348,0.695652
3V1C,A,B,5.00,13,33,0.282609,0.717391
1N8K,A,B,0.50,46,328,0.122995,0.877005
1N8K,A,B,1.00,46,328,0.122995,0.877005
1N8K,A,B,2.00,45,329,0.120321,0.879679
1N8K,A,B,5.00,42,332,0.112299,0.887701
1U07,A,B,0.50,25,65,0.277778,0.722222
1U07,A,B,1.00,25,65,0.277778,0.722222
1U07,A,B,2.00,23,67,0.255556,0.744444
1U07,A,B,5.00,22,68,0.244444,0.755556
1ZGX,A,B,0.50,39,24,0.619048,0.380952
1ZGX,A,B,1.00,39,24,0.619048,0.380952
1ZGX,A,B,2.00,36,27,0.571429,0.428571
1ZGX,A,B,5.00,32,31,0.507937,0.492063
4IQB,A,B,0.50,50,238,0.173611,0.826389
4IQB,A,B,1.00,50,238,0.173611,0.826389
4IQB,A,B,2.00,48,240,0.166667,0.833333
4IQB,A,B,5.00,43,245,0.149306,0.850694
4ZUR,A,B,0.50,54,287,0.158358,0.841642
4ZUR,A,B,1.00,54,287,0.158358,0.841642
4ZUR,A,B,2.00,52,289,0.152493,0.847507
4ZUR,A,B,5.00,48,293,0.140762,0.859238
5OD9,A,B,0.50,19,76,0.200000,0.800000
5OD9,A,B,1.00,19,76,0.200000,0.800000
5OD9,A,B,2.00,18,77,0.189474,0.810526
5OD9,A,B,5.00,18,77,0.189474,0.810526
6CDJ,A,B,0.50,41,58,0.414141,0.585859
6CDJ,A,B,1.00,41,58,0.414141,0.585859
6CDJ,A,B,2.00,40,59,0.404040,0.595960
6CDJ,A,B,5.00,38,61,0.383838,0.616162
6U7P,A,B,0.50,43,56,0.434343,0.565657
6U7P,A,B,1.00,43,56,0.434343,0.565657
6U7P,A,B,2.00,42,57,0.424242,0.575758
6U7P,A,B,5.00,38,61,0.383838,0.616162
6YWI,A,B,0.50,20,88,0.185185,0.814815
6YWI,A,B,1.00,20,88,0.185185,0.814815
6YWI,A,B,2.00,20,88,0.185185,0.814815
6YWI,A,B,5.00,19,89,0.175926,0.824074
7JR8,A,B,0.50,37,163,0.185000,0.815000
7JR8,A,B,1.00,37,163,0.185000,0.815000
7JR8,A,B,2.00,34,166,0.170000,0.830000
7JR8,A,B,5.00,29,171,0.145000,0.855000
7TO5,A,B,0.50,43,56,0.434343,0.565657
7TO5,A,B,1.00,43,56,0.434343,0.565657
7TO5,A,B,2.00,42,57,0.424242,0.575758
7TO5,A,B,5.00,38,61,0.383838,0.616162
7YU1,A,B,0.50,43,288,0.129909,0.870091
7YU1,A,B,1.00,43,288,0.129909,0.870091
7YU1,A,B,2.00,43,288,0.129909,0.870091
7YU1,A,B,5.00,40,291,0.120846,0.879154
8FTG,A,B,0.50,22,98,0.183333,0.816667
8FTG,A,B,1.00,22,98,0.183333,0.816667
8FTG,A,B,2.00,21,99,0.175000,0.825000
8FTG,A,B,5.00,18,102,0.150000,0.850000
9RQ1,A,B,0.50,66,71,0.481752,0.518248
9RQ1,A,B,1.00,66,71,0.481752,0.518248
9RQ1,A,B,2.00,62,75,0.452555,0.547445
9RQ1,A,B,5.00,59,78,0.430657,0.569343
9RQF,A,B,0.50,65,72,0.474453,0.525547
9RQF,A,B,1.00,65,72,0.474453,0.525547
9RQF,A,B,2.00,63,74,0.459854,0.540146
9RQF,A,B,5.00,57,80,0.416058,0.583942
8DAB,A,B,0.50,17,31,0.354167,0.645833
8DAB,A,B,1.00,17,31,0.354167,0.645833
8DAB,A,B,2.00,15,33,0.312500,0.687500
8DAB,A,B,5.00,15,33,0.312500,0.687500
1P6O,A,B,0.50,38,118,0.243590,0.756410
1P6O,A,B,1.00,38,118,0.243590,0.756410
1P6O,A,B,2.00,37,119,0.237179,0.762821
1P6O,A,B,5.00,35,121,0.224359,0.775641
1WYX,A,B,0.50,10,58,0.147059,0.852941
1WYX,A,B,1.00,10,58,0.147059,0.852941
1WYX,A,B,2.00,10,58,0.147059,0.852941
1WYX,A,B,5.00,10,58,0.147059,0.852941
3LVC,A,B,0.50,31,195,0.137168,0.862832
3LVC,A,B,1.00,31,195,0.137168,0.862832
3LVC,A,B,2.00,30,196,0.132743,0.867257
3LVC,A,B,5.00,28,198,0.123894,0.876106
3NDW,A,B,0.50,38,61,0.383838,0.616162
3NDW,A,B,1.00,38,61,0.383838,0.616162
3NDW,A,B,2.00,37,62,0.373737,0.626263
3NDW,A,B,5.00,37,62,0.373737,0.626263
3S2R,A,B,0.50,41,23,0.640625,0.359375
3S2R,A,B,1.00,41,23,0.640625,0.359375
3S2R,A,B,2.00,41,23,0.640625,0.359375
3S2R,A,B,5.00,39,25,0.609375,0.390625
4DWV,A,B,0.50,46,328,0.122995,0.877005
4DWV,A,B,1.00,46,328,0.122995,0.877005
4DWV,A,B,2.00,44,330,0.117647,0.882353
4DWV,A,B,5.00,41,333,0.109626,0.890374
5KCZ,A,B,0.50,46,328,0.122995,0.877005
5KCZ,A,B,1.00,46,328,0.122995,0.877005
5KCZ,A,B,2.00,45,329,0.120321,0.879679
5KCZ,A,B,5.00,42,332,0.112299,0.887701
5KJ6,A,B,0.50,46,328,0.122995,0.877005
5KJ6,A,B,1.00,46,328,0.122995,0.877005
5KJ6,A,B,2.00,45,329,0.120321,0.879679
5KJ6,A,B,5.00,42,332,0.112299,0.887701
5LLZ,A,B,0.50,13,124,0.094891,0.905109
5LLZ,A,B,1.00,13,124,0.094891,0.905109
5LLZ,A,B,2.00,13,124,0.094891,0.905109
5LLZ,A,B,5.00,12,125,0.087591,0.912409
5UE1,A,B,0.50,45,188,0.193133,0.806867
5UE1,A,B,1.00,45,188,0.193133,0.806867
5UE1,A,B,2.00,43,190,0.184549,0.815451
5UE1,A,B,5.00,40,193,0.171674,0.828326
6DV4,A,B,0.50,43,56,0.434343,0.565657
6DV4,A,B,1.00,43,56,0.434343,0.565657
6DV4,A,B,2.00,42,57,0.424242,0.575758
6DV4,A,B,5.00,38,61,0.383838,0.616162
6F60,A,B,0.50,11,113,0.088710,0.911290
6F60,A,B,1.00,11,113,0.088710,0.911290
6F60,A,B,2.00,11,113,0.088710,0.911290
6F60,A,B,5.00,8,116,0.064516,0.935484
6H5C,A,B,0.50,27,225,0.107143,0.892857
6H5C,A,B,1.00,27,225,0.107143,0.892857
6H5C,A,B,2.00,25,227,0.099206,0.900794
6H5C,A,B,5.00,25,227,0.099206,0.900794
6OWP,A,B,0.50,46,328,0.122995,0.877005
6OWP,A,B,1.00,46,328,0.122995,0.877005
6OWP,A,B,2.00,44,330,0.117647,0.882353
6OWP,A,B,5.00,40,334,0.106952,0.893048
7UX7,A,B,0.50,114,264,0.301587,0.698413
7UX7,A,B,1.00,114,264,0.301587,0.698413
7UX7,A,B,2.00,108,270,0.285714,0.714286
7UX7,A,B,5.00,102,276,0.269841,0.730159
8OGZ,A,B,0.50,18,133,0.119205,0.880795
8OGZ,A,B,1.00,18,133,0.119205,0.880795
8OGZ,A,B,2.00,16,135,0.105960,0.894040
8OGZ,A,B,5.00,16,135,0.105960,0.894040
9FD4,A,B,0.50,61,99,0.381250,0.618750
9FD4,A,B,1.00,61,99,0.381250,0.618750
9FD4,A,B,2.00,58,102,0.362500,0.637500
9FD4,A,B,5.00,55,105,0.343750,0.656250
9G1O,A,B,0.50,65,72,0.474453,0.525547
9G1O,A,B,1.00,65,72,0.474453,0.525547
9G1O,A,B,2.00,63,74,0.459854,0.540146
9G1O,A,B,5.00,60,77,0.437956,0.562044
9G1P,A,B,0.50,65,72,0.474453,0.525547
9G1P,A,B,1.00,65,72,0.474453,0.525547
9G1P,A,B,2.00,63,74,0.459854,0.540146
9G1P,A,B,5.00,60,77,0.437956,0.562044
9I3W,H,L,0.50,46,188,0.196581,0.803419
9I3W,H,L,1.00,46,188,0.196581,0.803419
9I3W,H,L,2.00,45,189,0.192308,0.807692
9I3W,H,L,5.00,40,194,0.170940,0.829060
7W5D,A,B,0.50,25,106,0.190840,0.809160
7W5D,A,B,1.00,25,106,0.190840,0.809160
7W5D,A,B,2.00,25,106,0.190840,0.809160
7W5D,A,B,5.00,22,109,0.167939,0.832061
5NLZ,A,B,0.50,14,124,0.101449,0.898551
5NLZ,A,B,1.00,14,124,0.101449,0.898551
5NLZ,A,B,2.00,14,124,0.101449,0.898551
5NLZ,A,B,5.00,13,125,0.094203,0.905797
7L9Q,A,B,0.50,59,167,0.261062,0.738938
7L9Q,A,B,1.00,59,167,0.261062,0.738938
7L9Q,A,B,2.00,58,168,0.256637,0.743363
7L9Q,A,B,5.00,51,175,0.225664,0.774336
1E9G,A,B,0.50,23,261,0.080986,0.919014
1E9G,A,B,1.00,23,261,0.080986,0.919014
1E9G,A,B,2.00,22,262,0.077465,0.922535
1E9G,A,B,5.00,22,262,0.077465,0.922535
1HET,A,B,0.50,47,327,0.125668,0.874332
1HET,A,B,1.00,47,327,0.125668,0.874332
1HET,A,B,2.00,46,328,0.122995,0.877005
1HET,A,B,5.00,40,334,0.106952,0.893048
1HEU,A,B,0.50,48,326,0.128342,0.871658
1HEU,A,B,1.00,48,326,0.128342,0.871658
1HEU,A,B,2.00,46,328,0.122995,0.877005
1HEU,A,B,5.00,43,331,0.114973,0.885027
1I4U,A,B,0.50,33,148,0.182320,0.817680
1I4U,A,B,1.00,33,148,0.182320,0.817680
1I4U,A,B,2.00,31,150,0.171271,0.828729
1I4U,A,B,5.00,29,152,0.160221,0.839779
1RGE,A,B,0.50,5,91,0.052083,0.947917
1RGE,A,B,1.00,5,91,0.052083,0.947917
1RGE,A,B,2.00,5,91,0.052083,0.947917
1RGE,A,B,5.00,5,91,0.052083,0.947917
1VZI,A,B,0.50,42,83,0.336000,0.664000
1VZI,A,B,1.00,42,83,0.336000,0.664000
1VZI,A,B,2.00,39,86,0.312000,0.688000
1VZI,A,B,5.00,38,87,0.304000,0.696000
2D8D,A,B,0.50,53,27,0.662500,0.337500
2D8D,A,B,1.00,53,27,0.662500,0.337500
2D8D,A,B,2.00,53,27,0.662500,0.337500
2D8D,A,B,5.00,51,29,0.637500,0.362500
2DKJ,A,B,0.50,90,312,0.223881,0.776119
2DKJ,A,B,1.00,90,312,0.223881,0.776119
2DKJ,A,B,2.00,89,313,0.221393,0.778607
2DKJ,A,B,5.00,86,316,0.213930,0.786070
2FHZ,A,B,0.50,34,72,0.320755,0.679245
2FHZ,A,B,1.00,34,72,0.320755,0.679245
2FHZ,A,B,2.00,33,73,0.311321,0.688679
2FHZ,A,B,5.00,31,75,0.292453,0.707547
2J27,A,B,0.50,36,213,0.144578,0.855422
2J27,A,B,1.00,36,213,0.144578,0.855422
2J27,A,B,2.00,36,213,0.144578,0.855422
2J27,A,B,5.00,32,217,0.128514,0.871486
2UUY,A,B,0.50,28,195,0.125561,0.874439
2UUY,A,B,1.00,28,195,0.125561,0.874439
2UUY,A,B,2.00,27,196,0.121076,0.878924
2UUY,A,B,5.00,22,201,0.098655,0.901345
2V0A,A,F,0.50,18,135,0.117647,0.882353
2V0A,A,F,1.00,18,135,0.117647,0.882353
2V0A,A,F,2.00,16,137,0.104575,0.895425
2V0A,A,F,5.00,16,137,0.104575,0.895425
3LAG,A,B,0.50,23,69,0.250000,0.750000
3LAG,A,B,1.00,23,69,0.250000,0.750000
3LAG,A,B,2.00,23,69,0.250000,0.750000
3LAG,A,B,5.00,22,70,0.239130,0.760870
3QDS,A,B,0.50,20,122,0.140845,0.859155
3QDS,A,B,1.00,20,122,0.140845,0.859155
3QDS,A,B,2.00,20,122,0.140845,0.859155
3QDS,A,B,5.00,20,122,0.140845,0.859155
3R3Y,A,B,0.50,27,269,0.091216,0.908784
3R3Y,A,B,1.00,27,269,0.091216,0.908784
3R3Y,A,B,2.00,26,270,0.087838,0.912162
3R3Y,A,B,5.00,24,272,0.081081,0.918919
3T2X,A,B,0.50,44,75,0.369748,0.630252
3T2X,A,B,1.00,44,75,0.369748,0.630252
3T2X,A,B,2.00,43,76,0.361345,0.638655
3T2X,A,B,5.00,40,79,0.336134,0.663866
4CNP,A,B,0.50,26,226,0.103175,0.896825
4CNP,A,B,1.00,26,226,0.103175,0.896825
4CNP,A,B,2.00,26,226,0.103175,0.896825
4CNP,A,B,5.00,26,226,0.103175,0.896825
4DT5,A,B,0.50,24,119,0.167832,0.832168
4DT5,A,B,1.00,24,119,0.167832,0.832168
4DT5,A,B,2.00,24,119,0.167832,0.832168
4DT5,A,B,5.00,24,119,0.167832,0.832168
4H3U,A,B,0.50,24,103,0.188976,0.811024
4H3U,A,B,1.00,24,103,0.188976,0.811024
4H3U,A,B,2.00,23,104,0.181102,0.818898
4H3U,A,B,5.00,21,106,0.165354,0.834646
4JXQ,A,B,0.50,41,139,0.227778,0.772222
4JXQ,A,B,1.00,41,139,0.227778,0.772222
4JXQ,A,B,2.00,41,139,0.227778,0.772222
4JXQ,A,B,5.00,37,143,0.205556,0.794444
4JXR,A,B,0.50,43,137,0.238889,0.761111
4JXR,A,B,1.00,43,137,0.238889,0.761111
4JXR,A,B,2.00,43,137,0.238889,0.761111
4JXR,A,B,5.00,42,138,0.233333,0.766667
4UU3,A,B,0.50,38,130,0.226190,0.773810
4UU3,A,B,1.00,38,130,0.226190,0.773810
4UU3,A,B,2.00,37,131,0.220238,0.779762
4UU3,A,B,5.00,34,134,0.202381,0.797619
4XDZ,A,B,0.50,134,194,0.408537,0.591463
4XDZ,A,B,1.00,134,194,0.408537,0.591463
4XDZ,A,B,2.00,131,197,0.399390,0.600610
4XDZ,A,B,5.00,128,200,0.390244,0.609756
5GOD,A,B,0.50,15,61,0.197368,0.802632
5GOD,A,B,1.00,15,61,0.197368,0.802632
5GOD,A,B,2.00,13,63,0.171053,0.828947
5GOD,A,B,5.00,12,64,0.157895,0.842105
5IVT,A,B,0.50,42,57,0.424242,0.575758
5IVT,A,B,1.00,42,57,0.424242,0.575758
5IVT,A,B,2.00,41,58,0.414141,0.585859
5IVT,A,B,5.00,37,62,0.373737,0.626263
5WA9,A,B,0.50,44,71,0.382609,0.617391
5WA9,A,B,1.00,44,71,0.382609,0.617391
5WA9,A,B,2.00,44,71,0.382609,0.617391
5WA9,A,B,5.00,40,75,0.347826,0.652174
6K7C,A,C,0.50,40,36,0.526316,0.473684
6K7C,A,C,1.00,40,36,0.526316,0.473684
6K7C,A,C,2.00,36,40,0.473684,0.526316
6K7C,A,C,5.00,33,43,0.434211,0.565789
6NI7,A,B,0.50,61,164,0.271111,0.728889
6NI7,A,B,1.00,61,164,0.271111,0.728889
6NI7,A,B,2.00,59,166,0.262222,0.737778
6NI7,A,B,5.00,53,172,0.235556,0.764444
6RJB,A,B,0.50,105,515,0.169355,0.830645
6RJB,A,B,1.00,105,515,0.169355,0.830645
6RJB,A,B,2.00,102,518,0.164516,0.835484
6RJB,A,B,5.00,88,532,0.141935,0.858065
6UCY,A,B,0.50,33,96,0.255814,0.744186
6UCY,A,B,1.00,33,96,0.255814,0.744186
6UCY,A,B,2.00,30,99,0.232558,0.767442
6UCY,A,B,5.00,27,102,0.209302,0.790698
6VI2,A,B,0.50,61,154,0.283721,0.716279
6VI2,A,B,1.00,61,154,0.283721,0.716279
6VI2,A,B,2.00,58,157,0.269767,0.730233
6VI2,A,B,5.00,56,159,0.260465,0.739535
7CN7,A,C,0.50,26,152,0.146067,0.853933
7CN7,A,C,1.00,26,152,0.146067,0.853933
7CN7,A,C,2.00,24,154,0.134831,0.865169
7CN7,A,C,5.00,21,157,0.117978,0.882022
7EJQ,A,B,0.50,22,93,0.191304,0.808696
7EJQ,A,B,1.00,22,93,0.191304,0.808696
7EJQ,A,B,2.00,22,93,0.191304,0.808696
7EJQ,A,B,5.00,22,93,0.191304,0.808696
7LBH,A,B,0.50,59,167,0.261062,0.738938
7LBH,A,B,1.00,59,167,0.261062,0.738938
7LBH,A,B,2.00,57,169,0.252212,0.747788
7LBH,A,B,5.00,52,174,0.230088,0.769912
7OQI,A,B,0.50,52,202,0.204724,0.795276
7OQI,A,B,1.00,52,202,0.204724,0.795276
7OQI,A,B,2.00,51,203,0.200787,0.799213
7OQI,A,B,5.00,46,208,0.181102,0.818898
7SAK,A,B,0.50,23,202,0.102222,0.897778
7SAK,A,B,1.00,23,202,0.102222,0.897778
7SAK,A,B,2.00,23,202,0.102222,0.897778
7SAK,A,B,5.00,22,203,0.097778,0.902222
7W4Z,A,B,0.50,51,311,0.140884,0.859116
7W4Z,A,B,1.00,51,311,0.140884,0.859116
7W4Z,A,B,2.00,49,313,0.135359,0.864641
7W4Z,A,B,5.00,43,319,0.118785,0.881215
7W50,A,B,0.50,51,312,0.140496,0.859504
7W50,A,B,1.00,51,312,0.140496,0.859504
7W50,A,B,2.00,47,316,0.129477,0.870523
7W50,A,B,5.00,44,319,0.121212,0.878788
7W70,A,B,0.50,18,69,0.206897,0.793103
7W70,A,B,1.00,18,69,0.206897,0.793103
7W70,A,B,2.00,17,70,0.195402,0.804598
7W70,A,B,5.00,15,72,0.172414,0.827586
8BCJ,A,B,0.50,44,204,0.177419,0.822581
8BCJ,A,B,1.00,44,204,0.177419,0.822581
8BCJ,A,B,2.00,43,205,0.173387,0.826613
8BCJ,A,B,5.00,40,208,0.161290,0.838710
8HJX,A,B,0.50,47,70,0.401709,0.598291
8HJX,A,B,1.00,47,70,0.401709,0.598291
8HJX,A,B,2.00,46,71,0.393162,0.606838
8HJX,A,B,5.00,40,77,0.341880,0.658120
8OHE,A,B,0.50,19,131,0.126667,0.873333
8OHE,A,B,1.00,19,131,0.126667,0.873333
8OHE,A,B,2.00,18,132,0.120000,0.880000
8OHE,A,B,5.00,18,132,0.120000,0.880000
8QYG,A,B,0.50,91,130,0.411765,0.588235
8QYG,A,B,1.00,91,130,0.411765,0.588235
8QYG,A,B,2.00,91,130,0.411765,0.588235
8QYG,A,B,5.00,86,135,0.389140,0.610860
8SVI,A,B,0.50,17,102,0.142857,0.857143
8SVI,A,B,1.00,17,102,0.142857,0.857143
8SVI,A,B,2.00,16,103,0.134454,0.865546
8SVI,A,B,5.00,13,106,0.109244,0.890756
9DT7,A,B,0.50,91,113,0.446078,0.553922
9DT7,A,B,1.00,91,113,0.446078,0.553922
9DT7,A,B,2.00,89,115,0.436275,0.563725
9DT7,A,B,5.00,81,123,0.397059,0.602941
9DT8,A,B,0.50,88,110,0.444444,0.555556
9DT8,A,B,1.00,88,110,0.444444,0.555556
9DT8,A,B,2.00,87,111,0.439394,0.560606
9DT8,A,B,5.00,81,117,0.409091,0.590909
9MXY,A,B,0.50,62,165,0.273128,0.726872
9MXY,A,B,1.00,62,165,0.273128,0.726872
9MXY,A,B,2.00,57,170,0.251101,0.748899
9MXY,A,B,5.00,52,175,0.229075,0.770925
9RQ9,A,B,0.50,66,71,0.481752,0.518248
9RQ9,A,B,1.00,66,71,0.481752,0.518248
9RQ9,A,B,2.00,62,75,0.452555,0.547445
9RQ9,A,B,5.00,59,78,0.430657,0.569343
9RQC,A,B,0.50,65,72,0.474453,0.525547
9RQC,A,B,1.00,65,72,0.474453,0.525547
9RQC,A,B,2.00,62,75,0.452555,0.547445
9RQC,A,B,5.00,60,77,0.437956,0.562044
9RQH,A,B,0.50,65,72,0.474453,0.525547
9RQH,A,B,1.00,65,72,0.474453,0.525547
9RQH,A,B,2.00,63,74,0.459854,0.540146
9RQH,A,B,5.00,59,78,0.430657,0.569343
9SJP,A,B,0.50,30,163,0.155440,0.844560
9SJP,A,B,1.00,30,163,0.155440,0.844560
9SJP,A,B,2.00,29,164,0.150259,0.849741
9SJP,A,B,5.00,27,166,0.139896,0.860104
3V1F,A,B,0.50,15,29,0.340909,0.659091
3V1F,A,B,1.00,15,29,0.340909,0.659091
3V1F,A,B,2.00,14,30,0.318182,0.681818
3V1F,A,B,5.00,13,31,0.295455,0.704545
6CPB,A,B,0.50,44,91,0.325926,0.674074
6CPB,A,B,1.00,44,91,0.325926,0.674074
6CPB,A,B,2.00,43,92,0.318519,0.681481
6CPB,A,B,5.00,38,97,0.281481,0.718519
1TZB,A,B,0.50,75,226,0.249169,0.750831
1TZB,A,B,1.00,75,226,0.249169,0.750831
1TZB,A,B,2.00,72,229,0.239203,0.760797
1TZB,A,B,5.00,67,234,0.222591,0.777409
1X9I,A,B,0.50,76,224,0.253333,0.746667
1X9I,A,B,1.00,76,224,0.253333,0.746667
1X9I,A,B,2.00,72,228,0.240000,0.760000
1X9I,A,B,5.00,68,232,0.226667,0.773333
2VH3,A,B,0.50,27,83,0.245455,0.754545
2VH3,A,B,1.00,27,83,0.245455,0.754545
2VH3,A,B,2.00,26,84,0.236364,0.763636
2VH3,A,B,5.00,22,88,0.200000,0.800000
3AWU,A,B,0.50,35,243,0.125899,0.874101
3AWU,A,B,1.00,35,243,0.125899,0.874101
3AWU,A,B,2.00,33,245,0.118705,0.881295
3AWU,A,B,5.00,31,247,0.111511,0.888489
3NU6,A,B,0.50,41,58,0.414141,0.585859
3NU6,A,B,1.00,41,58,0.414141,0.585859
3NU6,A,B,2.00,41,58,0.414141,0.585859
3NU6,A,B,5.00,38,61,0.383838,0.616162
3OT1,A,B,0.50,32,162,0.164948,0.835052
3OT1,A,B,1.00,32,162,0.164948,0.835052
3OT1,A,B,2.00,32,162,0.164948,0.835052
3OT1,A,B,5.00,31,163,0.159794,0.840206
3OXC,A,B,0.50,41,58,0.414141,0.585859
3OXC,A,B,1.00,41,58,0.414141,0.585859
3OXC,A,B,2.00,40,59,0.404040,0.595960
3OXC,A,B,5.00,36,63,0.363636,0.636364
5JG1,A,B,0.50,41,58,0.414141,0.585859
5JG1,A,B,1.00,41,58,0.414141,0.585859
5JG1,A,B,2.00,41,58,0.414141,0.585859
5JG1,A,B,5.00,38,61,0.383838,0.616162
5Z0D,A,B,0.50,36,240,0.130435,0.869565
5Z0D,A,B,1.00,36,240,0.130435,0.869565
5Z0D,A,B,2.00,33,243,0.119565,0.880435
5Z0D,A,B,5.00,32,244,0.115942,0.884058
5Z0E,A,B,0.50,34,239,0.124542,0.875458
5Z0E,A,B,1.00,34,239,0.124542,0.875458
5Z0E,A,B,2.00,32,241,0.117216,0.882784
5Z0E,A,B,5.00,29,244,0.106227,0.893773
5Z0F,A,B,0.50,31,248,0.111111,0.888889
5Z0F,A,B,1.00,31,248,0.111111,0.888889
5Z0F,A,B,2.00,30,249,0.107527,0.892473
5Z0F,A,B,5.00,26,253,0.093190,0.906810
7RXF,A,B,0.50,30,98,0.234375,0.765625
7RXF,A,B,1.00,30,98,0.234375,0.765625
7RXF,A,B,2.00,30,98,0.234375,0.765625
7RXF,A,B,5.00,28,100,0.218750,0.781250
7V4Z,A,C,0.50,22,122,0.152778,0.847222
7V4Z,A,C,1.00,22,122,0.152778,0.847222
7V4Z,A,C,2.00,22,122,0.152778,0.847222
7V4Z,A,C,5.00,20,124,0.138889,0.861111
7V5P,A,B,0.50,66,87,0.431373,0.568627
7V5P,A,B,1.00,66,87,0.431373,0.568627
7V5P,A,B,2.00,66,87,0.431373,0.568627
7V5P,A,B,5.00,62,91,0.405229,0.594771
8QZB,A,B,0.50,61,247,0.198052,0.801948
8QZB,A,B,1.00,61,247,0.198052,0.801948
8QZB,A,B,2.00,59,249,0.191558,0.808442
8QZB,A,B,5.00,55,253,0.178571,0.821429
8SVH,A,B,0.50,17,102,0.142857,0.857143
8SVH,A,B,1.00,17,102,0.142857,0.857143
8SVH,A,B,2.00,16,103,0.134454,0.865546
8SVH,A,B,5.00,12,107,0.100840,0.899160
9RPY,A,B,0.50,65,72,0.474453,0.525547
9RPY,A,B,1.00,65,72,0.474453,0.525547
9RPY,A,B,2.00,62,75,0.452555,0.547445
9RPY,A,B,5.00,58,79,0.423358,0.576642
9RQ8,A,B,0.50,65,72,0.474453,0.525547
9RQ8,A,B,1.00,65,72,0.474453,0.525547
9RQ8,A,B,2.00,63,74,0.459854,0.540146
9RQ8,A,B,5.00,59,78,0.430657,0.569343
9RQA,A,B,0.50,65,72,0.474453,0.525547
9RQA,A,B,1.00,65,72,0.474453,0.525547
9RQA,A,B,2.00,63,74,0.459854,0.540146
9RQA,A,B,5.00,58,79,0.423358,0.576642
9RQE,A,B,0.50,66,71,0.481752,0.518248
9RQE,A,B,1.00,66,71,0.481752,0.518248
9RQE,A,B,2.00,63,74,0.459854,0.540146
9RQE,A,B,5.00,61,76,0.445255,0.554745
9RQG,A,B,0.50,65,72,0.474453,0.525547
9RQG,A,B,1.00,65,72,0.474453,0.525547
9RQG,A,B,2.00,63,74,0.459854,0.540146
9RQG,A,B,5.00,58,79,0.423358,0.576642
1C9O,A,B,0.50,15,51,0.227273,0.772727
1C9O,A,B,1.00,15,51,0.227273,0.772727
1C9O,A,B,2.00,14,52,0.212121,0.787879
1C9O,A,B,5.00,13,53,0.196970,0.803030
1WKQ,A,B,0.50,91,67,0.575949,0.424051
1WKQ,A,B,1.00,91,67,0.575949,0.424051
1WKQ,A,B,2.00,91,67,0.575949,0.424051
1WKQ,A,B,5.00,86,72,0.544304,0.455696
3F1P,A,B,0.50,28,86,0.245614,0.754386
3F1P,A,B,1.00,28,86,0.245614,0.754386
3F1P,A,B,2.00,28,86,0.245614,0.754386
